01 00 00 00 00 01 01 00 01 00 00 00 01 01 01 01 01 02 00 03
06 03 00 02 01 00 00 00 01 00 01 00 00 01 01 01 01 02 02 02
01 02 04 01 00 00 01 00 06 00 06 01 00 01 06 01 06 01 06 01
04 01 03 01 00 02 01 01 00 00 01 01 00 00 01 01 00 01 01 01
01 01 02 01 00 01 01 01 00 01 01 01 01 00 00 01 00 01 00 00
00 01 01 01 00 00 01 01 01 01 01 01 01 01 00 00 00 00 00 00
00 01 01 01 00 01 01 01 00 00 00 01 00 01 01 00 01 00 02 00
00 00 00 00 00 00 00 00 00 00 00 01 00 00 01 01 01 04 03 04
00 00 01 01 00 03 03 04 04 01 00 01 00 01 00 01 01 02 03 02
00 03 01 01 02 01 01 01 01 06 00 06 00 06 00 00 01 01 01 01
00 04 01 01 01 01 00 01 00 01 00 00 00 00 00 00 00 01 00 01
00 03 01 00 01 01 00 00 00 01 00 00 00 00 00 00 00 00 03 00
00 01 01 00 00 00 00 01 02 01 00 06 00 06 00 00 01 02 03 06
00 00 00 00 04 04 00 01 01 01 00 01 03 01 00 00 01 03 04 04
00 00 03 01 01 02 04 01 00 00 00 01 02 01 01 00 01 02 02 02
00 04 02 01 01 01 01 01 00 01 01 01 01 01 00 00 01 01 01 01
00 01 01 01 00 01 01 01 01 00 00 00 00 00 00 00 01 01 01 01
00 01 06 01 00 00 01 06 01 00 00 03 04 01 00 00 00 00 00 00
00 00 00 00 00 00 06 01 06 00 02 06 01 00 02 01 02 01 04 03
00 00 03 04 01 00 00 00 00 00 06 01 06 01 01 00 01 00 01 01
01 00 01 01 00 00 01 03 01 03 01 01 06 06 01 00 00 00 00 00
06 00 01 01 01 00 01 04 01 01 01 00 00 01 01 00 02 00 00 03
01 00 01 06 01 00 06 02 06 01 06 00 01 06 01 00 01 02 00 01
06 00 00 00 06 00 00 01 06 00 00 00 00 00 01 00 00 01 00 01
01 01 01 00 01 00 04 01 01 00 01 02 01 00 01 00 01 01 00 00
06 01 01 00 01 00 02 01 01 00 01 01 01 00 01 00 01 00 00 01
01 01 01 00 01 00 01 01 00 00 01 00 00 00 01 00 01 01 00 01
00 00 00 00 01 00 01 01 01 00 01 00 04 02 01 00 00 01 00 01
00 01 01 01 01 00 01 06 01 00 01 00 01 01 01 00 02 01 00 01
00 06 01 00 00 00 01 01 01 00 01 00 01 02 06 00 01 01 00 00
00 01 01 00 01 00 01 00 01 00 01 00 01 01 01 00 01 01 00 02
00 01 01 00 01 00 00 00 01 00 01 00 00 00 00 00 01 00 00 01
00 00 01 00 01 04 02 00 00 00 01 00 00 01 01 01 01 01 00 01
03 00 01 00 06 01 06 01 06 00 01 01 00 00 01 01 01 01 00 01
02 00 00 00 01 06 01 06 01 00 01 01 01 03 01 00 01 00 00 01
01 01 00 01 00 00 00 00 00 00 01 01 01 02 01 00 00 00 00 01
01 01 00 00 01 01 01 01 01 00 01 01 01 01 01 01 00 00 00 00
01 01 01 00 00 00 00 01 01 00 01 00 00 00 00 01 00 01 01 01
00 06 00 01 00 01 01 01 00 01 00 00 00 01 00 01 00 01 06 01
01 01 01 01 00 01 01 00 00 01 00 01 00 01 00 01 00 01 00 01
06 00 01 00 00 00 00 00 01 00 00 01 00 01 00 00 00 01 00 01
01 01 00 00 04 00 01 01 01 01 00 01 01 00 01 06 01 00 00 01
01 01 00 03 03 00 00 01 01 00 00 00 01 01 00 00 04 00 01 01
00 00 00 02 02 02 00 01 01 06 05 06 01 01 00 02 03 01 01 01











